id,gender,age,mask,path,gender_class,age_class,mask_class
3,female,58,Wear,./data/train/images/000005_female_Asian_58/mask1.jpg,1,1,0
3,female,58,Wear,./data/train/images/000005_female_Asian_58/mask3.jpg,1,1,0
4,female,59,Wear,./data/train/images/000006_female_Asian_59/mask4.jpg,1,1,0
4,female,59,NotWear,./data/train/images/000006_female_Asian_59/normal.jpg,1,1,2
4,female,59,Wear,./data/train/images/000006_female_Asian_59/mask2.jpg,1,1,0
4,female,59,Wear,./data/train/images/000006_female_Asian_59/mask5.jpg,1,1,0
4,female,59,Incorrect,./data/train/images/000006_female_Asian_59/incorrect_mask.jpg,1,1,1
4,female,59,Wear,./data/train/images/000006_female_Asian_59/mask1.jpg,1,1,0
4,female,59,Wear,./data/train/images/000006_female_Asian_59/mask3.jpg,1,1,0
5,female,58,Wear,./data/train/images/000007_female_Asian_58/mask4.jpg,1,1,0
5,female,58,NotWear,./data/train/images/000007_female_Asian_58/normal.jpg,1,1,2
5,female,58,Wear,./data/train/images/000007_female_Asian_58/mask2.jpg,1,1,0
5,female,58,Wear,./data/train/images/000007_female_Asian_58/mask5.jpg,1,1,0
5,female,58,Incorrect,./data/train/images/000007_female_Asian_58/incorrect_mask.jpg,1,1,1
5,female,58,Wear,./data/train/images/000007_female_Asian_58/mask1.jpg,1,1,0
5,female,58,Wear,./data/train/images/000007_female_Asian_58/mask3.jpg,1,1,0
6,female,58,Wear,./data/train/images/000008_female_Asian_58/mask4.jpg,1,1,0
6,female,58,NotWear,./data/train/images/000008_female_Asian_58/normal.jpg,1,1,2
6,female,58,Wear,./data/train/images/000008_female_Asian_58/mask2.jpg,1,1,0
6,female,58,Wear,./data/train/images/000008_female_Asian_58/mask5.jpg,1,1,0
6,female,58,Incorrect,./data/train/images/000008_female_Asian_58/incorrect_mask.jpg,1,1,1
6,female,58,Wear,./data/train/images/000008_female_Asian_58/mask1.jpg,1,1,0
6,female,58,Wear,./data/train/images/000008_female_Asian_58/mask3.jpg,1,1,0
7,female,56,Wear,./data/train/images/000009_female_Asian_56/mask4.jpg,1,1,0
7,female,56,NotWear,./data/train/images/000009_female_Asian_56/normal.jpg,1,1,2
7,female,56,Wear,./data/train/images/000009_female_Asian_56/mask2.jpg,1,1,0
7,female,56,Wear,./data/train/images/000009_female_Asian_56/mask5.jpg,1,1,0
7,female,56,Incorrect,./data/train/images/000009_female_Asian_56/incorrect_mask.jpg,1,1,1
7,female,56,Wear,./data/train/images/000009_female_Asian_56/mask1.jpg,1,1,0
7,female,56,Wear,./data/train/images/000009_female_Asian_56/mask3.jpg,1,1,0
8,female,58,Wear,./data/train/images/000010_female_Asian_58/mask4.jpg,1,1,0
8,female,58,NotWear,./data/train/images/000010_female_Asian_58/normal.jpg,1,1,2
8,female,58,Wear,./data/train/images/000010_female_Asian_58/mask2.jpg,1,1,0
8,female,58,Wear,./data/train/images/000010_female_Asian_58/mask5.jpg,1,1,0
8,female,58,Incorrect,./data/train/images/000010_female_Asian_58/incorrect_mask.jpg,1,1,1
8,female,58,Wear,./data/train/images/000010_female_Asian_58/mask1.jpg,1,1,0
8,female,58,Wear,./data/train/images/000010_female_Asian_58/mask3.jpg,1,1,0
9,male,57,Wear,./data/train/images/000012_male_Asian_57/mask4.jpg,0,1,0
9,male,57,NotWear,./data/train/images/000012_male_Asian_57/normal.jpg,0,1,2
9,male,57,Wear,./data/train/images/000012_male_Asian_57/mask2.jpg,0,1,0
9,male,57,Wear,./data/train/images/000012_male_Asian_57/mask5.jpg,0,1,0
9,male,57,Incorrect,./data/train/images/000012_male_Asian_57/incorrect_mask.jpg,0,1,1
9,male,57,Wear,./data/train/images/000012_male_Asian_57/mask1.jpg,0,1,0
9,male,57,Wear,./data/train/images/000012_male_Asian_57/mask3.jpg,0,1,0
10,female,58,Wear,./data/train/images/000014_female_Asian_58/mask4.jpg,1,1,0
10,female,58,NotWear,./data/train/images/000014_female_Asian_58/normal.jpg,1,1,2
10,female,58,Wear,./data/train/images/000014_female_Asian_58/mask2.jpg,1,1,0
10,female,58,Wear,./data/train/images/000014_female_Asian_58/mask5.jpg,1,1,0
10,female,58,Incorrect,./data/train/images/000014_female_Asian_58/incorrect_mask.jpg,1,1,1
10,female,58,Wear,./data/train/images/000014_female_Asian_58/mask1.jpg,1,1,0
10,female,58,Wear,./data/train/images/000014_female_Asian_58/mask3.jpg,1,1,0
11,male,55,Wear,./data/train/images/000015_male_Asian_55/mask4.jpg,0,1,0
11,male,55,NotWear,./data/train/images/000015_male_Asian_55/normal.jpg,0,1,2
11,male,55,Wear,./data/train/images/000015_male_Asian_55/mask2.jpg,0,1,0
11,male,55,Wear,./data/train/images/000015_male_Asian_55/mask5.jpg,0,1,0
11,male,55,Incorrect,./data/train/images/000015_male_Asian_55/incorrect_mask.jpg,0,1,1
11,male,55,Wear,./data/train/images/000015_male_Asian_55/mask1.jpg,0,1,0
11,male,55,Wear,./data/train/images/000015_male_Asian_55/mask3.jpg,0,1,0
12,female,58,Wear,./data/train/images/000016_female_Asian_58/mask4.jpg,1,1,0
12,female,58,NotWear,./data/train/images/000016_female_Asian_58/normal.jpg,1,1,2
12,female,58,Wear,./data/train/images/000016_female_Asian_58/mask2.jpg,1,1,0
12,female,58,Wear,./data/train/images/000016_female_Asian_58/mask5.jpg,1,1,0
12,female,58,Incorrect,./data/train/images/000016_female_Asian_58/incorrect_mask.jpg,1,1,1
12,female,58,Wear,./data/train/images/000016_female_Asian_58/mask1.jpg,1,1,0
12,female,58,Wear,./data/train/images/000016_female_Asian_58/mask3.jpg,1,1,0
13,female,59,Wear,./data/train/images/000018_female_Asian_59/mask4.jpg,1,1,0
13,female,59,NotWear,./data/train/images/000018_female_Asian_59/normal.jpg,1,1,2
13,female,59,Wear,./data/train/images/000018_female_Asian_59/mask2.jpg,1,1,0
13,female,59,Wear,./data/train/images/000018_female_Asian_59/mask5.jpg,1,1,0
13,female,59,Incorrect,./data/train/images/000018_female_Asian_59/incorrect_mask.jpg,1,1,1
13,female,59,Wear,./data/train/images/000018_female_Asian_59/mask1.jpg,1,1,0
13,female,59,Wear,./data/train/images/000018_female_Asian_59/mask3.jpg,1,1,0
14,female,57,Wear,./data/train/images/000019_female_Asian_57/mask4.jpg,1,1,0
14,female,57,NotWear,./data/train/images/000019_female_Asian_57/normal.jpg,1,1,2
14,female,57,Wear,./data/train/images/000019_female_Asian_57/mask2.jpg,1,1,0
14,female,57,Wear,./data/train/images/000019_female_Asian_57/mask5.jpg,1,1,0
14,female,57,Incorrect,./data/train/images/000019_female_Asian_57/incorrect_mask.jpg,1,1,1
14,female,57,Wear,./data/train/images/000019_female_Asian_57/mask1.jpg,1,1,0
14,female,57,Wear,./data/train/images/000019_female_Asian_57/mask3.jpg,1,1,0
15,female,50,Wear,./data/train/images/000020_female_Asian_50/mask4.jpg,1,1,0
15,female,50,NotWear,./data/train/images/000020_female_Asian_50/normal.jpg,1,1,2
15,female,50,Wear,./data/train/images/000020_female_Asian_50/mask2.jpg,1,1,0
15,female,50,Wear,./data/train/images/000020_female_Asian_50/mask5.jpg,1,1,0
15,female,50,Incorrect,./data/train/images/000020_female_Asian_50/incorrect_mask.jpg,1,1,1
15,female,50,Wear,./data/train/images/000020_female_Asian_50/mask1.jpg,1,1,0
15,female,50,Wear,./data/train/images/000020_female_Asian_50/mask3.jpg,1,1,0
16,female,54,Wear,./data/train/images/000021_female_Asian_54/mask4.jpg,1,1,0
16,female,54,NotWear,./data/train/images/000021_female_Asian_54/normal.jpg,1,1,2
16,female,54,Wear,./data/train/images/000021_female_Asian_54/mask2.jpg,1,1,0
16,female,54,Wear,./data/train/images/000021_female_Asian_54/mask5.jpg,1,1,0
16,female,54,Incorrect,./data/train/images/000021_female_Asian_54/incorrect_mask.jpg,1,1,1
16,female,54,Wear,./data/train/images/000021_female_Asian_54/mask1.jpg,1,1,0
16,female,54,Wear,./data/train/images/000021_female_Asian_54/mask3.jpg,1,1,0
17,female,58,Wear,./data/train/images/000022_female_Asian_58/mask4.jpg,1,1,0
17,female,58,NotWear,./data/train/images/000022_female_Asian_58/normal.jpg,1,1,2
17,female,58,Wear,./data/train/images/000022_female_Asian_58/mask2.jpg,1,1,0
17,female,58,Wear,./data/train/images/000022_female_Asian_58/mask5.jpg,1,1,0
17,female,58,Incorrect,./data/train/images/000022_female_Asian_58/incorrect_mask.jpg,1,1,1
17,female,58,Wear,./data/train/images/000022_female_Asian_58/mask1.jpg,1,1,0
17,female,58,Wear,./data/train/images/000022_female_Asian_58/mask3.jpg,1,1,0
18,female,55,Wear,./data/train/images/000023_female_Asian_55/mask4.jpg,1,1,0
18,female,55,NotWear,./data/train/images/000023_female_Asian_55/normal.jpg,1,1,2
18,female,55,Wear,./data/train/images/000023_female_Asian_55/mask2.jpg,1,1,0
18,female,55,Wear,./data/train/images/000023_female_Asian_55/mask5.jpg,1,1,0
18,female,55,Incorrect,./data/train/images/000023_female_Asian_55/incorrect_mask.jpg,1,1,1
18,female,55,Wear,./data/train/images/000023_female_Asian_55/mask1.jpg,1,1,0
18,female,55,Wear,./data/train/images/000023_female_Asian_55/mask3.jpg,1,1,0
19,female,58,Wear,./data/train/images/000024_female_Asian_58/mask4.jpg,1,1,0
19,female,58,NotWear,./data/train/images/000024_female_Asian_58/normal.jpg,1,1,2
19,female,58,Wear,./data/train/images/000024_female_Asian_58/mask2.jpg,1,1,0
19,female,58,Wear,./data/train/images/000024_female_Asian_58/mask5.jpg,1,1,0
19,female,58,Incorrect,./data/train/images/000024_female_Asian_58/incorrect_mask.jpg,1,1,1
19,female,58,Wear,./data/train/images/000024_female_Asian_58/mask1.jpg,1,1,0
19,female,58,Wear,./data/train/images/000024_female_Asian_58/mask3.jpg,1,1,0
20,female,49,Wear,./data/train/images/000025_female_Asian_49/mask4.jpg,1,1,0
20,female,49,NotWear,./data/train/images/000025_female_Asian_49/normal.jpg,1,1,2
20,female,49,Wear,./data/train/images/000025_female_Asian_49/mask2.jpg,1,1,0
20,female,49,Wear,./data/train/images/000025_female_Asian_49/mask5.jpg,1,1,0
20,female,49,Incorrect,./data/train/images/000025_female_Asian_49/incorrect_mask.jpg,1,1,1
20,female,49,Wear,./data/train/images/000025_female_Asian_49/mask1.jpg,1,1,0
20,female,49,Wear,./data/train/images/000025_female_Asian_49/mask3.jpg,1,1,0
21,female,56,Wear,./data/train/images/000026_female_Asian_56/mask4.jpg,1,1,0
21,female,56,NotWear,./data/train/images/000026_female_Asian_56/normal.jpg,1,1,2
21,female,56,Wear,./data/train/images/000026_female_Asian_56/mask2.jpg,1,1,0
21,female,56,Wear,./data/train/images/000026_female_Asian_56/mask5.jpg,1,1,0
21,female,56,Incorrect,./data/train/images/000026_female_Asian_56/incorrect_mask.jpg,1,1,1
21,female,56,Wear,./data/train/images/000026_female_Asian_56/mask1.jpg,1,1,0
21,female,56,Wear,./data/train/images/000026_female_Asian_56/mask3.jpg,1,1,0
22,female,58,Wear,./data/train/images/000028_female_Asian_58/mask4.jpg,1,1,0
22,female,58,NotWear,./data/train/images/000028_female_Asian_58/normal.jpg,1,1,2
22,female,58,Wear,./data/train/images/000028_female_Asian_58/mask2.jpg,1,1,0
22,female,58,Wear,./data/train/images/000028_female_Asian_58/mask5.jpg,1,1,0
22,female,58,Incorrect,./data/train/images/000028_female_Asian_58/incorrect_mask.jpg,1,1,1
22,female,58,Wear,./data/train/images/000028_female_Asian_58/mask1.jpg,1,1,0
22,female,58,Wear,./data/train/images/000028_female_Asian_58/mask3.jpg,1,1,0
23,female,58,Wear,./data/train/images/000029_female_Asian_58/mask4.jpg,1,1,0
23,female,58,NotWear,./data/train/images/000029_female_Asian_58/normal.jpg,1,1,2
23,female,58,Wear,./data/train/images/000029_female_Asian_58/mask2.jpg,1,1,0
23,female,58,Wear,./data/train/images/000029_female_Asian_58/mask5.jpg,1,1,0
23,female,58,Incorrect,./data/train/images/000029_female_Asian_58/incorrect_mask.jpg,1,1,1
23,female,58,Wear,./data/train/images/000029_female_Asian_58/mask1.jpg,1,1,0
23,female,58,Wear,./data/train/images/000029_female_Asian_58/mask3.jpg,1,1,0
24,female,55,Wear,./data/train/images/000030_female_Asian_55/mask4.jpg,1,1,0
24,female,55,NotWear,./data/train/images/000030_female_Asian_55/normal.jpg,1,1,2
24,female,55,Wear,./data/train/images/000030_female_Asian_55/mask2.jpg,1,1,0
24,female,55,Wear,./data/train/images/000030_female_Asian_55/mask5.jpg,1,1,0
24,female,55,Incorrect,./data/train/images/000030_female_Asian_55/incorrect_mask.jpg,1,1,1
24,female,55,Wear,./data/train/images/000030_female_Asian_55/mask1.jpg,1,1,0
24,female,55,Wear,./data/train/images/000030_female_Asian_55/mask3.jpg,1,1,0
25,female,54,Wear,./data/train/images/000031_female_Asian_54/mask4.jpg,1,1,0
25,female,54,NotWear,./data/train/images/000031_female_Asian_54/normal.jpg,1,1,2
25,female,54,Wear,./data/train/images/000031_female_Asian_54/mask2.jpg,1,1,0
25,female,54,Wear,./data/train/images/000031_female_Asian_54/mask5.jpg,1,1,0
25,female,54,Incorrect,./data/train/images/000031_female_Asian_54/incorrect_mask.jpg,1,1,1
25,female,54,Wear,./data/train/images/000031_female_Asian_54/mask1.jpg,1,1,0
25,female,54,Wear,./data/train/images/000031_female_Asian_54/mask3.jpg,1,1,0
26,male,57,Wear,./data/train/images/000033_male_Asian_57/mask4.jpg,0,1,0
26,male,57,NotWear,./data/train/images/000033_male_Asian_57/normal.jpg,0,1,2
26,male,57,Wear,./data/train/images/000033_male_Asian_57/mask2.jpg,0,1,0
26,male,57,Wear,./data/train/images/000033_male_Asian_57/mask5.jpg,0,1,0
26,male,57,Incorrect,./data/train/images/000033_male_Asian_57/incorrect_mask.jpg,0,1,1
26,male,57,Wear,./data/train/images/000033_male_Asian_57/mask1.jpg,0,1,0
26,male,57,Wear,./data/train/images/000033_male_Asian_57/mask3.jpg,0,1,0
27,female,55,Wear,./data/train/images/000034_female_Asian_55/mask4.jpg,1,1,0
27,female,55,NotWear,./data/train/images/000034_female_Asian_55/normal.jpg,1,1,2
27,female,55,Wear,./data/train/images/000034_female_Asian_55/mask2.jpg,1,1,0
27,female,55,Wear,./data/train/images/000034_female_Asian_55/mask5.jpg,1,1,0
27,female,55,Incorrect,./data/train/images/000034_female_Asian_55/incorrect_mask.jpg,1,1,1
27,female,55,Wear,./data/train/images/000034_female_Asian_55/mask1.jpg,1,1,0
27,female,55,Wear,./data/train/images/000034_female_Asian_55/mask3.jpg,1,1,0
28,female,58,Wear,./data/train/images/000036_female_Asian_58/mask4.jpg,1,1,0
28,female,58,NotWear,./data/train/images/000036_female_Asian_58/normal.jpg,1,1,2
28,female,58,Wear,./data/train/images/000036_female_Asian_58/mask2.jpg,1,1,0
28,female,58,Wear,./data/train/images/000036_female_Asian_58/mask5.jpg,1,1,0
28,female,58,Incorrect,./data/train/images/000036_female_Asian_58/incorrect_mask.jpg,1,1,1
28,female,58,Wear,./data/train/images/000036_female_Asian_58/mask1.jpg,1,1,0
28,female,58,Wear,./data/train/images/000036_female_Asian_58/mask3.jpg,1,1,0
29,female,58,Wear,./data/train/images/000037_female_Asian_58/mask4.jpg,1,1,0
29,female,58,NotWear,./data/train/images/000037_female_Asian_58/normal.jpg,1,1,2
29,female,58,Wear,./data/train/images/000037_female_Asian_58/mask2.jpg,1,1,0
29,female,58,Wear,./data/train/images/000037_female_Asian_58/mask5.jpg,1,1,0
29,female,58,Incorrect,./data/train/images/000037_female_Asian_58/incorrect_mask.jpg,1,1,1
29,female,58,Wear,./data/train/images/000037_female_Asian_58/mask1.jpg,1,1,0
29,female,58,Wear,./data/train/images/000037_female_Asian_58/mask3.jpg,1,1,0
30,female,58,Wear,./data/train/images/000038_female_Asian_58/mask4.jpg,1,1,0
30,female,58,NotWear,./data/train/images/000038_female_Asian_58/normal.jpg,1,1,2
30,female,58,Wear,./data/train/images/000038_female_Asian_58/mask2.jpg,1,1,0
30,female,58,Wear,./data/train/images/000038_female_Asian_58/mask5.jpg,1,1,0
30,female,58,Incorrect,./data/train/images/000038_female_Asian_58/incorrect_mask.jpg,1,1,1
30,female,58,Wear,./data/train/images/000038_female_Asian_58/mask1.jpg,1,1,0
30,female,58,Wear,./data/train/images/000038_female_Asian_58/mask3.jpg,1,1,0
31,female,57,Wear,./data/train/images/000039_female_Asian_57/mask4.jpg,1,1,0
31,female,57,NotWear,./data/train/images/000039_female_Asian_57/normal.jpg,1,1,2
31,female,57,Wear,./data/train/images/000039_female_Asian_57/mask2.jpg,1,1,0
31,female,57,Wear,./data/train/images/000039_female_Asian_57/mask5.jpg,1,1,0
31,female,57,Incorrect,./data/train/images/000039_female_Asian_57/incorrect_mask.jpg,1,1,1
31,female,57,Wear,./data/train/images/000039_female_Asian_57/mask1.jpg,1,1,0
31,female,57,Wear,./data/train/images/000039_female_Asian_57/mask3.jpg,1,1,0
32,female,57,Wear,./data/train/images/000040_female_Asian_57/mask4.jpg,1,1,0
32,female,57,NotWear,./data/train/images/000040_female_Asian_57/normal.jpg,1,1,2
32,female,57,Wear,./data/train/images/000040_female_Asian_57/mask2.jpg,1,1,0
32,female,57,Wear,./data/train/images/000040_female_Asian_57/mask5.jpg,1,1,0
32,female,57,Incorrect,./data/train/images/000040_female_Asian_57/incorrect_mask.jpg,1,1,1
32,female,57,Wear,./data/train/images/000040_female_Asian_57/mask1.jpg,1,1,0
32,female,57,Wear,./data/train/images/000040_female_Asian_57/mask3.jpg,1,1,0
33,female,58,Wear,./data/train/images/000041_female_Asian_58/mask4.jpg,1,1,0
33,female,58,NotWear,./data/train/images/000041_female_Asian_58/normal.jpg,1,1,2
33,female,58,Wear,./data/train/images/000041_female_Asian_58/mask2.jpg,1,1,0
33,female,58,Wear,./data/train/images/000041_female_Asian_58/mask5.jpg,1,1,0
33,female,58,Incorrect,./data/train/images/000041_female_Asian_58/incorrect_mask.jpg,1,1,1
33,female,58,Wear,./data/train/images/000041_female_Asian_58/mask1.jpg,1,1,0
33,female,58,Wear,./data/train/images/000041_female_Asian_58/mask3.jpg,1,1,0
34,male,56,Wear,./data/train/images/000043_male_Asian_56/mask4.jpg,0,1,0
34,male,56,NotWear,./data/train/images/000043_male_Asian_56/normal.jpg,0,1,2
34,male,56,Wear,./data/train/images/000043_male_Asian_56/mask2.jpg,0,1,0
34,male,56,Wear,./data/train/images/000043_male_Asian_56/mask5.jpg,0,1,0
34,male,56,Incorrect,./data/train/images/000043_male_Asian_56/incorrect_mask.jpg,0,1,1
34,male,56,Wear,./data/train/images/000043_male_Asian_56/mask1.jpg,0,1,0
34,male,56,Wear,./data/train/images/000043_male_Asian_56/mask3.jpg,0,1,0
35,female,58,Wear,./data/train/images/000044_female_Asian_58/mask4.jpg,1,1,0
35,female,58,NotWear,./data/train/images/000044_female_Asian_58/normal.jpg,1,1,2
35,female,58,Wear,./data/train/images/000044_female_Asian_58/mask2.jpg,1,1,0
35,female,58,Wear,./data/train/images/000044_female_Asian_58/mask5.jpg,1,1,0
35,female,58,Incorrect,./data/train/images/000044_female_Asian_58/incorrect_mask.jpg,1,1,1
35,female,58,Wear,./data/train/images/000044_female_Asian_58/mask1.jpg,1,1,0
35,female,58,Wear,./data/train/images/000044_female_Asian_58/mask3.jpg,1,1,0
36,female,56,Wear,./data/train/images/000045_female_Asian_56/mask4.jpg,1,1,0
36,female,56,NotWear,./data/train/images/000045_female_Asian_56/normal.jpg,1,1,2
36,female,56,Wear,./data/train/images/000045_female_Asian_56/mask2.jpg,1,1,0
36,female,56,Wear,./data/train/images/000045_female_Asian_56/mask5.jpg,1,1,0
36,female,56,Incorrect,./data/train/images/000045_female_Asian_56/incorrect_mask.jpg,1,1,1
36,female,56,Wear,./data/train/images/000045_female_Asian_56/mask1.jpg,1,1,0
36,female,56,Wear,./data/train/images/000045_female_Asian_56/mask3.jpg,1,1,0
37,male,55,Wear,./data/train/images/000046_male_Asian_55/mask4.jpg,0,1,0
37,male,55,NotWear,./data/train/images/000046_male_Asian_55/normal.jpg,0,1,2
37,male,55,Wear,./data/train/images/000046_male_Asian_55/mask2.jpg,0,1,0
37,male,55,Wear,./data/train/images/000046_male_Asian_55/mask5.jpg,0,1,0
37,male,55,Incorrect,./data/train/images/000046_male_Asian_55/incorrect_mask.jpg,0,1,1
37,male,55,Wear,./data/train/images/000046_male_Asian_55/mask1.jpg,0,1,0
37,male,55,Wear,./data/train/images/000046_male_Asian_55/mask3.jpg,0,1,0
38,male,58,Wear,./data/train/images/000047_male_Asian_58/mask4.jpg,0,1,0
38,male,58,NotWear,./data/train/images/000047_male_Asian_58/normal.jpg,0,1,2
38,male,58,Wear,./data/train/images/000047_male_Asian_58/mask2.jpg,0,1,0
38,male,58,Wear,./data/train/images/000047_male_Asian_58/mask5.jpg,0,1,0
38,male,58,Incorrect,./data/train/images/000047_male_Asian_58/incorrect_mask.jpg,0,1,1
38,male,58,Wear,./data/train/images/000047_male_Asian_58/mask1.jpg,0,1,0
38,male,58,Wear,./data/train/images/000047_male_Asian_58/mask3.jpg,0,1,0
39,female,57,Wear,./data/train/images/000048_female_Asian_57/mask4.jpg,1,1,0
39,female,57,NotWear,./data/train/images/000048_female_Asian_57/normal.jpg,1,1,2
39,female,57,Wear,./data/train/images/000048_female_Asian_57/mask2.jpg,1,1,0
39,female,57,Wear,./data/train/images/000048_female_Asian_57/mask5.jpg,1,1,0
39,female,57,Incorrect,./data/train/images/000048_female_Asian_57/incorrect_mask.jpg,1,1,1
39,female,57,Wear,./data/train/images/000048_female_Asian_57/mask1.jpg,1,1,0
39,female,57,Wear,./data/train/images/000048_female_Asian_57/mask3.jpg,1,1,0
40,female,55,Wear,./data/train/images/000062_female_Asian_55/mask4.jpg,1,1,0
40,female,55,NotWear,./data/train/images/000062_female_Asian_55/normal.jpg,1,1,2
40,female,55,Wear,./data/train/images/000062_female_Asian_55/mask2.jpg,1,1,0
40,female,55,Wear,./data/train/images/000062_female_Asian_55/mask5.jpg,1,1,0
40,female,55,Incorrect,./data/train/images/000062_female_Asian_55/incorrect_mask.jpg,1,1,1
40,female,55,Wear,./data/train/images/000062_female_Asian_55/mask1.jpg,1,1,0
40,female,55,Wear,./data/train/images/000062_female_Asian_55/mask3.jpg,1,1,0
41,male,59,Wear,./data/train/images/000064_male_Asian_59/mask4.jpg,0,1,0
41,male,59,NotWear,./data/train/images/000064_male_Asian_59/normal.jpg,0,1,2
41,male,59,Wear,./data/train/images/000064_male_Asian_59/mask2.jpg,0,1,0
41,male,59,Wear,./data/train/images/000064_male_Asian_59/mask5.jpg,0,1,0
41,male,59,Incorrect,./data/train/images/000064_male_Asian_59/incorrect_mask.jpg,0,1,1
41,male,59,Wear,./data/train/images/000064_male_Asian_59/mask1.jpg,0,1,0
41,male,59,Wear,./data/train/images/000064_male_Asian_59/mask3.jpg,0,1,0
42,female,53,Wear,./data/train/images/000066_female_Asian_53/mask4.jpg,1,1,0
42,female,53,NotWear,./data/train/images/000066_female_Asian_53/normal.jpg,1,1,2
42,female,53,Wear,./data/train/images/000066_female_Asian_53/mask2.jpg,1,1,0
42,female,53,Wear,./data/train/images/000066_female_Asian_53/mask5.jpg,1,1,0
42,female,53,Incorrect,./data/train/images/000066_female_Asian_53/incorrect_mask.jpg,1,1,1
42,female,53,Wear,./data/train/images/000066_female_Asian_53/mask1.jpg,1,1,0
42,female,53,Wear,./data/train/images/000066_female_Asian_53/mask3.jpg,1,1,0
43,female,54,Wear,./data/train/images/000067_female_Asian_54/mask4.jpg,1,1,0
43,female,54,NotWear,./data/train/images/000067_female_Asian_54/normal.jpg,1,1,2
43,female,54,Wear,./data/train/images/000067_female_Asian_54/mask2.jpg,1,1,0
43,female,54,Wear,./data/train/images/000067_female_Asian_54/mask5.jpg,1,1,0
43,female,54,Incorrect,./data/train/images/000067_female_Asian_54/incorrect_mask.jpg,1,1,1
43,female,54,Wear,./data/train/images/000067_female_Asian_54/mask1.jpg,1,1,0
43,female,54,Wear,./data/train/images/000067_female_Asian_54/mask3.jpg,1,1,0
44,female,54,Wear,./data/train/images/000069_female_Asian_54/mask4.jpg,1,1,0
44,female,54,NotWear,./data/train/images/000069_female_Asian_54/normal.jpg,1,1,2
44,female,54,Wear,./data/train/images/000069_female_Asian_54/mask2.jpg,1,1,0
44,female,54,Wear,./data/train/images/000069_female_Asian_54/mask5.jpg,1,1,0
44,female,54,Incorrect,./data/train/images/000069_female_Asian_54/incorrect_mask.jpg,1,1,1
44,female,54,Wear,./data/train/images/000069_female_Asian_54/mask1.jpg,1,1,0
44,female,54,Wear,./data/train/images/000069_female_Asian_54/mask3.jpg,1,1,0
45,female,58,Wear,./data/train/images/000070_female_Asian_58/mask4.jpg,1,1,0
45,female,58,NotWear,./data/train/images/000070_female_Asian_58/normal.jpg,1,1,2
45,female,58,Wear,./data/train/images/000070_female_Asian_58/mask2.jpg,1,1,0
45,female,58,Wear,./data/train/images/000070_female_Asian_58/mask5.jpg,1,1,0
45,female,58,Incorrect,./data/train/images/000070_female_Asian_58/incorrect_mask.jpg,1,1,1
45,female,58,Wear,./data/train/images/000070_female_Asian_58/mask1.jpg,1,1,0
45,female,58,Wear,./data/train/images/000070_female_Asian_58/mask3.jpg,1,1,0
46,female,56,Wear,./data/train/images/000071_female_Asian_56/mask4.jpg,1,1,0
46,female,56,NotWear,./data/train/images/000071_female_Asian_56/normal.jpg,1,1,2
46,female,56,Wear,./data/train/images/000071_female_Asian_56/mask2.jpg,1,1,0
